id,name,team,position,minutes,goals_scored,assists,goals_conceded,clean_sheets,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,own_goals,starts,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,total_points,season
92,Rico Henry,Brentford,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
93,Aaron Hickey,Brentford,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
94,Vitaly Janelt,Brentford,MID,380,0,0,8,1,0,0,,0,0,,,0,,0.07,0.2,,8.66,38.4,40.8,7.0,,11.0,2024-25
95,Mathias Jensen,Brentford,MID,238,0,1,3,0,0,0,,1,0,,,1,,0.1,0.46,,4.17,38.8,84.8,5.0,,9.0,2024-25
96,Kim Ji-soo,Brentford,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
97,Yunus Emre Konak,Brentford,MID,11,0,0,1,0,0,0,,0,0,,,0,,0.0,0.0,,0.51,1.2,0.7,0.0,,1.0,2024-25
98,Keane Lewis-Potter,Brentford,MID,276,0,1,7,0,0,0,,0,0,,,0,,0.1,0.21,,8.88,63.0,35.1,41.0,,11.0,2024-25
99,Bryan Mbeumo,Brentford,MID,449,4,0,9,0,0,0,,2,0,,,6,,1.76,1.28,,11.08,181.6,160.4,144.0,,34.0,2024-25
100,Ben Mee,Brentford,DEF,1,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.1,0.0,,1.0,2024-25
101,Christian Nørgaard,Brentford,MID,360,0,0,6,0,0,0,,1,0,,,0,,0.37,0.07,,7.56,66.8,47.2,17.0,,7.0,2024-25
102,Frank Onyeka,Brentford,MID,23,0,0,0,0,0,0,,0,0,,,0,,0.0,0.02,,0.69,0.0,0.5,0.0,,2.0,2024-25
103,Myles Peart-Harris,Brentford,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
104,Ethan Pinnock,Brentford,DEF,450,0,0,9,0,0,0,,1,0,,,0,,0.23,0.04,,11.08,105.8,2.1,72.0,,4.0,2024-25
105,Mads Roerslev Rasmussen,Brentford,DEF,260,0,0,5,0,0,0,,0,0,,,0,,0.01,0.18,,6.12,25.0,15.7,9.0,,6.0,2024-25
106,Kevin Schade,Brentford,MID,236,0,1,2,1,0,0,,0,0,,,0,,0.42,0.03,,3.67,27.8,27.0,56.0,,11.0,2024-25
107,Igor Thiago Nascimento Rodrigues,Brentford,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
108,Ivan Toney,Brentford,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
109,Hákon Valdimarsson,Brentford,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
110,Yoane Wissa,Brentford,FWD,290,3,1,6,0,0,0,,1,0,,,7,,2.43,0.27,,5.38,130.2,56.9,150.0,,28.0,2024-25
111,Yehor Yarmoliuk,Brentford,MID,68,0,0,2,0,0,0,,0,0,,,0,,0.04,0.01,,3.01,17.2,5.4,1.0,,3.0,2024-25
112,Mathias Jorgensen,Brentford,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
314,Fábio Freitas Gouveia Carvalho,Brentford,MID,142,0,0,5,0,0,0,,0,0,,,0,,0.08,0.35,,6.25,15.6,25.0,21.0,,6.0,2024-25
338,Sepp van den Berg,Brentford,DEF,195,0,0,6,0,0,0,,0,0,,,0,,0.0,0.22,,6.22,41.6,12.4,4.0,,3.0,2024-25
602,Ryan Trevitt,Brentford,MID,3,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,2.6,0.1,0.0,,1.0,2024-25
634,Gustavo Nunes Fernandes Gomes,Brentford,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
649,Jayden Meghoma,Brentford,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
661,Tony Yogane,Brentford,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
113,Simon Adingra,Brighton,MID,134,1,1,1,0,0,0,,0,0,,,0,,0.32,0.65,,1.31,58.4,32.5,49.0,,14.0,2024-25
114,Benicio Baker-Boaitey,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
115,Carlos Baleba,Brighton,MID,258,0,0,2,1,0,0,,1,0,,,0,,0.41,0.08,,3.39,31.0,33.5,27.0,,7.0,2024-25
116,Valentín Barco,Brighton,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
118,Amario Cozier-Duberry,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
119,Mahmoud Dahoud,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
120,Lewis Dunk,Brighton,DEF,435,0,0,4,2,0,0,,1,0,,,0,,0.16,0.28,,5.84,77.4,57.7,10.0,,16.0,2024-25
121,Julio Enciso,Brighton,MID,39,0,0,0,0,0,0,,0,0,,,0,,0.08,0.12,,0.24,13.6,42.1,10.0,,3.0,2024-25
122,Pervis Estupiñán,Brighton,DEF,99,0,0,2,0,0,0,,0,0,,,0,,0.06,0.24,,2.47,15.2,75.0,16.0,,2.0,2024-25
123,Evan Ferguson,Brighton,FWD,13,0,0,0,0,0,0,,0,0,,,0,,0.11,0.0,,0.0,0.0,0.0,6.0,,2.0,2024-25
124,Billy Gilmour,Brighton,MID,97,0,0,1,0,0,0,,0,0,,,0,,0.08,0.04,,1.32,11.4,11.9,2.0,,3.0,2024-25
125,Pascal Groß,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
126,Jack Hinshelwood,Brighton,MID,426,1,0,4,2,0,0,,1,0,,,3,,0.32,0.6,,5.7,81.4,83.9,48.0,,19.0,2024-25
127,Ibrahim Osman,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
128,Igor Julio dos Santos de Paulo,Brighton,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
129,João Pedro Junqueira de Jesus,Brighton,FWD,280,2,0,2,1,0,0,,1,0,,,5,,0.9,0.26,,3.96,98.8,50.6,97.0,,19.0,2024-25
130,Kacper Kozłowski,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
131,Tariq Lamptey,Brighton,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
132,Solly March,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
133,Adrian Mazilu,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
134,James Milner,Brighton,MID,169,0,0,1,1,0,0,,1,0,,,0,,0.16,0.15,,1.98,28.6,66.3,12.0,,5.0,2024-25
135,Yankuba Minteh,Brighton,MID,300,0,2,3,1,0,0,,2,0,,,0,,0.48,1.16,,3.58,50.2,119.2,74.0,,13.0,2024-25
136,Mitoma Kaoru,Brighton,MID,441,1,2,4,2,0,0,,0,0,,,1,,1.66,1.0,,5.73,97.6,85.9,166.0,,24.0,2024-25
137,Jakub Moder,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
138,Mark O’Mahony,Brighton,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
139,Odeluga Offiah,Brighton,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
140,Cameron Peupion,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
141,Jeremy Sarmiento Morante,Brighton,MID,8,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.2,0.8,0.0,,1.0,2024-25
142,Jason Steele,Brighton,GKP,180,0,0,1,1,3,0,,0,0,,,1,,0.0,0.0,,1.88,40.4,0.0,0.0,,9.0,2024-25
143,Deniz Undav,Brighton,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
144,Jan Paul van Hecke,Brighton,DEF,450,0,1,4,2,0,0,,1,0,,,0,,0.05,0.13,,5.84,108.4,23.9,14.0,,19.0,2024-25
145,Joël Veltman,Brighton,DEF,431,0,0,4,2,0,0,,1,0,,,4,,0.05,0.49,,4.89,73.6,35.8,11.0,,20.0,2024-25
146,Bart Verbruggen,Brighton,GKP,270,0,0,3,1,9,0,,1,0,,,0,,0.0,0.0,,3.96,80.4,0.0,0.0,,10.0,2024-25
147,Adam Webster,Brighton,DEF,14,0,0,0,0,0,0,,0,0,,,0,,0.0,0.02,,0.0,5.6,0.7,2.0,,1.0,2024-25
148,Danny Welbeck,Brighton,FWD,426,3,1,4,2,0,0,,1,0,,,7,,1.96,0.26,,5.73,145.4,72.8,178.0,,31.0,2024-25
149,Mats Wieffer,Brighton,MID,118,0,1,1,1,0,0,,0,0,,,0,,0.0,0.03,,1.12,40.4,28.7,2.0,,7.0,2024-25
595,Brajan Gruda,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
600,Yasin Ayari,Brighton,MID,165,0,0,1,1,0,0,,0,0,,,0,,0.52,0.39,,2.32,33.6,41.1,50.0,,7.0,2024-25
601,Andrew Moran,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
615,Carl Rushworth,Brighton,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
618,Georginio Rutter,Brighton,MID,155,0,0,2,1,0,0,,0,0,,,0,,0.85,0.16,,2.78,7.0,43.4,63.0,,7.0,2024-25
628,Ferdi Kadioglu,Brighton,DEF,23,0,0,0,0,0,0,,0,0,,,0,,0.03,0.02,,0.14,8.8,21.5,2.0,,1.0,2024-25
629,Matt O'Riley,Brighton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
150,Andrey Nascimento dos Santos,Chelsea,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
151,Ângelo Gabriel Borges Damaceno,Chelsea,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
153,Benoît Badiashile,Chelsea,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
154,Lucas Bergström,Chelsea,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
155,Marcus Bettinelli,Chelsea,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
157,Moisés Caicedo Corozo,Chelsea,MID,435,0,1,5,2,0,0,,1,0,,,0,,0.13,0.62,,5.64,112.6,62.9,9.0,,14.0,2024-25
158,Cesare Casadei,Chelsea,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
160,Ben Chilwell,Chelsea,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
161,Carney Chukwuemeka,Chelsea,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
162,Levi Colwill,Chelsea,DEF,450,0,0,5,2,0,0,,1,0,,,1,,0.18,0.48,,5.76,109.4,35.2,28.0,,16.0,2024-25
163,Marc Cucurella Saseta,Chelsea,DEF,431,0,0,4,2,0,0,,3,0,,,0,,0.0,0.24,,5.56,68.0,18.6,10.0,,14.0,2024-25
164,David Datro Fofana,Chelsea,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
165,Deivid Washington de Souza Eugênio,Chelsea,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
166,Kiernan Dewsbury-Hall,Chelsea,MID,44,0,0,1,0,0,0,,0,0,,,0,,0.0,0.03,,0.34,7.4,12.4,0.0,,3.0,2024-25
167,Axel Disasi,Chelsea,DEF,94,0,0,0,1,0,0,,0,0,,,0,,0.0,0.0,,1.9,13.0,1.5,0.0,,7.0,2024-25
168,Enzo Fernández,Chelsea,MID,353,0,0,5,1,0,0,,0,0,,,0,,0.22,0.33,,3.87,50.0,93.0,34.0,,9.0,2024-25
169,Conor Gallagher,Chelsea,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
170,Alfie Gilchrist,Chelsea,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
171,Malo Gusto,Chelsea,DEF,253,0,0,5,0,0,0,,1,0,,,0,,0.03,0.11,,2.82,28.2,21.6,14.0,,3.0,2024-25
172,Reece James,Chelsea,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
173,Omari Kellyman,Chelsea,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
174,Roméo Lavia,Chelsea,MID,65,0,0,1,0,0,0,,0,0,,,0,,0.0,0.18,,0.66,15.2,13.5,0.0,,2.0,2024-25
175,Romelu Lukaku Bolingoli,Chelsea,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
176,Malang Sarr,Chelsea,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
177,Noni Madueke,Chelsea,MID,325,3,0,3,2,0,0,,0,0,,,3,,1.4,0.16,,4.57,128.4,50.1,168.0,,28.0,2024-25
178,Marc Guiu Paz,Chelsea,FWD,24,0,0,1,0,0,0,,0,0,,,0,,0.0,0.0,,0.11,0.0,0.3,0.0,,1.0,2024-25
179,Mykhailo Mudryk,Chelsea,MID,61,0,0,2,0,0,0,,0,0,,,0,,0.0,0.16,,2.06,8.6,14.4,0.0,,2.0,2024-25
180,Nicolas Jackson,Chelsea,FWD,363,4,2,4,2,0,0,,2,0,,,5,,3.05,0.14,,5.02,183.0,76.8,212.0,,35.0,2024-25
181,Christopher Nkunku,Chelsea,MID,105,1,0,1,0,0,0,,0,0,,,1,,1.04,0.14,,1.47,51.6,38.3,73.0,,11.0,2024-25
182,Cole Palmer,Chelsea,MID,415,2,4,5,2,0,0,,2,0,,,4,,1.27,1.07,,5.36,181.4,173.5,66.0,,36.0,2024-25
183,Đorđe Petrović,Chelsea,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
184,Renato Palma Veiga,Chelsea,MID,107,0,0,1,1,0,0,,1,0,,,0,,0.04,0.01,,1.98,18.4,5.5,15.0,,4.0,2024-25
185,Robert Sánchez,Chelsea,GKP,450,0,0,5,2,21,1,,1,0,,,5,,0.0,0.0,,5.76,173.2,0.0,0.0,,30.0,2024-25
187,Tosin Adarabioyo,Chelsea,DEF,118,0,0,0,1,0,0,,0,0,,,0,,0.0,0.0,,1.07,35.6,10.9,0.0,,7.0,2024-25
189,Wesley Fofana,Chelsea,DEF,416,0,0,5,1,0,0,,3,0,,,2,,0.04,0.08,,5.41,72.8,47.1,12.0,,10.0,2024-25
386,Jadon Sancho,Chelsea,MID,101,0,2,0,0,0,0,,1,0,,,0,,0.0,0.35,,0.98,41.2,54.6,12.0,,7.0,2024-25
560,Pedro Lomba Neto,Chelsea,MID,212,0,1,2,0,0,0,,1,0,,,0,,0.04,0.28,,2.05,41.8,61.3,21.0,,7.0,2024-25
575,Caleb Wiley,Chelsea,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
581,Filip Jørgensen,Chelsea,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
621,João Félix Sequeira,Chelsea,MID,109,1,0,0,0,0,0,,1,0,,,0,,0.42,0.09,,0.93,41.4,7.9,51.0,,8.0,2024-25
11,Eddie Nketiah,Crystal Palace,FWD,155,0,0,2,1,0,0,,0,0,,,0,,0.49,0.24,,2.86,6.8,15.8,68.0,,4.0,2024-25
159,Trevoh Chalobah,Crystal Palace,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
190,Naouirou Ahamada,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
193,Cheick Doucouré,Crystal Palace,MID,91,0,1,1,0,0,0,,0,0,,,0,,0.04,0.01,,1.31,17.6,5.9,6.0,,6.0,2024-25
194,Chris Richards,Crystal Palace,DEF,343,0,0,5,1,0,0,,1,0,,,0,,0.12,0.01,,6.69,56.8,3.6,6.0,,9.0,2024-25
195,Chadi Riad Dnanou,Crystal Palace,DEF,90,0,0,2,0,0,0,,0,0,,,0,,0.0,0.02,,1.39,18.2,1.3,0.0,,1.0,2024-25
196,Nathaniel Clyne,Crystal Palace,DEF,153,0,0,3,0,0,0,,0,0,,,0,,0.0,0.02,,3.49,26.0,2.0,2.0,,3.0,2024-25
197,Malcolm Ebiowei,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
199,Eberechi Eze,Crystal Palace,MID,450,1,0,7,1,0,0,,0,0,,,3,,2.01,0.75,,8.18,90.6,162.6,165.0,,19.0,2024-25
200,Marc Guéhi,Crystal Palace,DEF,450,0,0,7,1,0,0,,1,0,,,0,,0.0,0.1,,8.18,114.2,15.0,4.0,,10.0,2024-25
201,Dean Henderson,Crystal Palace,GKP,450,0,0,7,1,19,0,,1,0,,,2,,0.0,0.0,,8.18,154.2,0.0,0.0,,17.0,2024-25
202,Rob Holding,Crystal Palace,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
203,Will Hughes,Crystal Palace,MID,201,0,0,4,0,0,0,,2,0,,,0,,0.03,0.08,,3.85,25.0,18.8,23.0,,3.0,2024-25
205,Daichi Kamada,Crystal Palace,MID,299,0,0,4,1,0,0,,1,0,,,0,,0.21,0.15,,4.89,42.2,68.2,33.0,,8.0,2024-25
206,Jefferson Lerma Solís,Crystal Palace,MID,123,0,0,1,1,0,0,,1,0,,,0,,0.05,0.33,,2.06,10.4,28.9,6.0,,4.0,2024-25
207,Jean-Philippe Mateta,Crystal Palace,FWD,338,2,0,6,0,0,0,,0,0,,,3,,1.68,0.25,,6.41,69.2,44.7,75.0,,19.0,2024-25
208,Matheus França de Oliveira,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
209,Remi Matthews,Crystal Palace,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
210,Tyrick Mitchell,Crystal Palace,DEF,448,0,1,7,1,0,0,,0,0,,,0,,0.24,0.85,,8.18,111.2,134.8,38.0,,14.0,2024-25
211,Daniel Muñoz,Crystal Palace,DEF,440,0,1,7,1,0,0,,1,0,,,0,,0.15,0.33,,8.17,77.4,74.4,30.0,,13.0,2024-25
212,David Ozoh,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
213,Jesurun Rak-Sakyi,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
214,Jeffrey Schlupp,Crystal Palace,MID,13,0,0,0,0,0,0,,0,0,,,0,,0.0,0.05,,0.55,7.2,15.4,4.0,,4.0,2024-25
215,Joel Ward,Crystal Palace,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
216,Adam Wharton,Crystal Palace,MID,388,0,0,6,0,0,0,,0,0,,,0,,0.13,0.34,,6.95,65.8,81.6,32.0,,9.0,2024-25
445,Matt Turner,Crystal Palace,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
585,Ismaïla Sarr,Crystal Palace,MID,100,0,1,1,0,0,0,,0,0,,,0,,0.49,0.74,,1.06,18.2,59.9,71.0,,8.0,2024-25
644,Franco Umeh-Chibueze,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
645,Justin Devenny,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
646,Asher Agbinone,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
647,Kaden Rodney,Crystal Palace,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
650,Maxence Lacroix,Crystal Palace,DEF,180,0,0,2,1,0,0,,1,0,,,0,,0.02,0.04,,2.93,26.8,12.0,6.0,,6.0,2024-25
156,Armando Broja,Everton,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
217,Abdoulaye Doucouré,Everton,MID,215,0,0,8,0,0,0,,0,0,,,0,,0.23,0.03,,4.99,17.8,9.3,17.0,,6.0,2024-25
218,Norberto Bercique Gomes Betuncal,Everton,FWD,43,0,0,4,0,0,0,,0,0,,,0,,0.0,0.0,,1.85,1.2,0.3,0.0,,4.0,2024-25
219,Jarrad Branthwaite,Everton,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
220,Dominic Calvert-Lewin,Everton,FWD,413,2,1,10,0,0,0,,0,0,,,3,,1.38,0.42,,7.32,98.4,30.4,152.0,,24.0,2024-25
221,Séamus Coleman,Everton,DEF,90,0,0,3,0,0,0,,0,0,,,0,,0.62,0.01,,2.22,16.6,1.1,21.0,,1.0,2024-25
222,Idrissa Gueye,Everton,MID,333,0,0,12,0,0,0,,0,0,,,0,,0.2,0.08,,7.48,39.8,10.3,26.0,,8.0,2024-25
223,James Garner,Everton,MID,154,0,0,4,0,0,0,,1,0,,,0,,0.01,0.05,,2.41,38.4,20.1,4.0,,3.0,2024-25
224,Jack Harrison,Everton,MID,322,0,0,10,0,0,0,,0,0,,,0,,0.79,0.48,,7.11,47.6,88.7,62.0,,8.0,2024-25
225,Mason Holgate,Everton,DEF,5,0,0,1,0,0,0,,0,0,,,0,,0.0,0.0,,0.07,0.0,0.0,0.0,,1.0,2024-25
226,Tim Iroegbunam,Everton,MID,359,0,0,13,0,0,0,,2,0,,,0,,0.21,0.08,,7.97,43.6,26.9,29.0,,7.0,2024-25
227,João Neves Virgínia,Everton,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
228,Michael Keane,Everton,DEF,450,1,0,14,0,0,0,,2,0,,,0,,0.26,0.02,,8.86,116.0,11.6,42.0,,9.0,2024-25
229,Neal Maupay,Everton,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
230,Dwight McNeil,Everton,MID,450,1,2,14,0,0,0,,0,0,,,3,,0.24,2.76,,8.86,137.6,307.8,59.0,,24.0,2024-25
231,Vitalii Mykolenko,Everton,DEF,295,0,0,10,0,0,0,,0,0,,,0,,0.0,0.06,,6.45,44.4,17.8,4.0,,3.0,2024-25
232,Iliman Ndiaye,Everton,FWD,302,1,0,7,1,0,0,,1,0,,,2,,0.51,0.13,,4.14,83.0,53.0,84.0,,13.0,2024-25
234,Nathan Patterson,Everton,DEF,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
235,Jordan Pickford,Everton,GKP,450,0,0,14,0,14,0,,0,0,,,0,,0.0,0.04,,8.86,119.4,0.1,0.0,,8.0,2024-25
236,James Tarkowski,Everton,DEF,450,0,0,14,0,0,0,,1,0,,,0,,0.37,0.23,,8.86,89.0,32.8,40.0,,4.0,2024-25
237,Youssef Ramalho Chermiti,Everton,FWD,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
238,Ashley Young,Everton,DEF,245,0,1,7,0,0,0,,1,1,,,1,,0.0,0.34,,4.01,57.0,45.9,0.0,,4.0,2024-25
577,Jesper Lindstrøm,Everton,MID,102,0,0,2,1,0,0,,0,0,,,0,,0.51,0.06,,1.27,19.8,17.2,50.0,,5.0,2024-25
582,Jake O'Brien,Everton,DEF,26,0,0,1,0,0,0,,1,0,,,0,,0.0,0.0,,0.72,4.0,0.4,0.0,,0.0,2024-25
603,Harrison Armstrong,Everton,MID,1,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.1,2.0,,1.0,2024-25
614,Jenson Metcalfe,Everton,MID,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
624,Asmir Begovic,Everton,GKP,0,0,0,0,0,0,0,,0,0,,,0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,2024-25
627,Roman Dixon,Everton,DEF,90,0,0,4,0,0,0,,0,0,,,0,,0.0,0.0,,2.43,15.4,0.3,0.0,,0.0,2024-25
651,Orel Mangala,Everton,MID,116,0,0,2,0,0,0,,0,0,,,0,,0.09,0.06,,1.38,10.2,14.6,6.0,,3.0,2024-25
10,Reiss Nelson,Fulham,MID,42,1,0,1,0,0,0,,1,0,,,1,,0.39,0.06,,0.65,47.6,13.7,49.0,,8.0,2024-25
