id,name,team,position,minutes,goals_scored,assists,goals_conceded,clean_sheets,saves,penalties_saved,penalties_missed,yellow_cards,red_cards,own_goals,starts,bonus,bps,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,total_points,season
3,Granit Xhaka,Arsenal,MID,2992,7,8,35,13,0,0,0.0,4,0,0.0,36.0,15,634.0,4.65,3.89,8.54,36.52,647.0,673.3,498.0,182.0,153.0,2022-23
4,Mohamed Elneny,Arsenal,MID,111,0,0,2,0,0,0,0.0,0,0,0.0,1.0,0,27.0,0.0,0.04,0.04,1.29,4.6,5.4,0.0,1.1,6.0,2022-23
5,Rob Holding,Arsenal,DEF,562,1,0,13,0,0,0,0.0,0,0,0.0,6.0,0,120.0,0.32,0.15,0.47,11.14,152.0,10.3,54.0,21.6,21.0,2022-23
6,Thomas Partey,Arsenal,MID,2480,3,0,28,11,0,0,0.0,5,0,0.0,28.0,6,468.0,2.59,2.17,4.76,32.27,513.2,439.6,240.0,119.5,86.0,2022-23
7,Martin Ødegaard,Arsenal,MID,3132,15,8,38,13,0,0,0.0,4,0,0.0,37.0,30,813.0,9.75,8.02,17.77,37.94,960.0,1100.4,920.0,298.3,212.0,2022-23
8,Kieran Tierney,Arsenal,DEF,774,0,1,10,1,0,0,0.0,0,0,0.0,6.0,0,164.0,0.38,0.43,0.81,10.9,144.0,85.5,67.0,29.9,37.0,2022-23
9,Nicolas Pépé,Arsenal,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
10,Benjamin White,Arsenal,DEF,3054,2,5,35,15,0,0,0.0,5,0,0.0,36.0,12,734.0,1.25,3.6,4.85,37.23,649.0,491.2,159.0,130.0,156.0,2022-23
11,Eddie Nketiah,Arsenal,FWD,1071,4,2,16,2,0,0,0.0,3,0,0.0,9.0,5,161.0,7.89,1.26,9.15,14.65,213.4,128.2,598.0,93.1,63.0,2022-23
12,Emile Smith Rowe,Arsenal,MID,161,0,2,5,0,0,0,0.0,0,0,0.0,0.0,0,60.0,0.25,0.55,0.8,2.71,36.6,64.3,39.0,13.8,18.0,2022-23
13,Bukayo Saka,Arsenal,MID,3183,14,12,42,12,0,0,1.0,6,0,0.0,37.0,19,678.0,11.49,5.97,17.46,39.66,972.2,1091.8,1164.0,322.8,202.0,2022-23
14,Takehiro Tomiyasu,Arsenal,DEF,651,0,1,11,2,0,0,0.0,2,0,0.0,6.0,0,173.0,0.24,0.23,0.47,8.93,137.0,86.6,55.0,27.7,32.0,2022-23
15,Aaron Ramsdale,Arsenal,GKP,3420,0,0,43,14,94,0,0.0,1,0,0.0,38.0,9,664.0,0.0,0.02,0.02,42.31,761.4,0.0,0.0,76.2,143.0,2022-23
16,Gabriel dos Santos Magalhães,Arsenal,DEF,3409,3,0,43,14,0,0,0.0,5,0,0.0,38.0,15,723.0,5.04,0.66,5.7,41.84,733.8,129.7,401.0,126.5,146.0,2022-23
17,Nuno Varela Tavares,Arsenal,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
19,Gabriel Martinelli Silva,Arsenal,MID,2789,15,9,33,14,0,0,0.0,3,0,0.0,34.0,18,648.0,9.15,6.98,16.13,36.16,844.2,838.1,1300.0,298.1,198.0,2022-23
20,Pablo Marí Villar,Arsenal,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
22,Lucas Torreira di Pascua,Arsenal,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
23,Reiss Nelson,Arsenal,MID,202,3,3,3,1,0,0,0.0,0,0,0.0,0.0,5,127.0,1.09,0.99,2.08,2.16,169.8,99.2,155.0,42.4,42.0,2022-23
24,Matt Turner,Arsenal,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
25,Fábio Ferreira Vieira,Arsenal,MID,500,1,2,5,2,0,0,0.0,0,0,0.0,3.0,2,134.0,0.86,1.39,2.25,5.28,115.2,180.1,123.0,41.4,40.0,2022-23
26,William Saliba,Arsenal,DEF,2415,2,1,25,12,0,0,0.0,4,0,1.0,27.0,14,571.0,0.91,0.32,1.23,26.86,529.0,100.8,114.0,74.5,117.0,2022-23
27,Marcus Oliveira Alencar,Arsenal,MID,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,2022-23
28,Gabriel Fernando de Jesus,Arsenal,FWD,2064,11,7,23,9,0,0,0.0,6,0,0.0,24.0,17,401.0,14.24,2.91,17.15,23.15,594.2,407.3,1282.0,228.3,125.0,2022-23
111,Leandro Trossard,Arsenal,MID,2237,8,13,38,8,0,0,0.0,1,0,0.0,26.0,8,494.0,6.37,6.02,12.39,30.79,620.0,687.1,859.0,216.6,154.0,2022-23
130,Jorge Luiz Frello Filho,Arsenal,MID,2127,2,2,23,9,0,0,0.0,4,0,0.0,24.0,5,379.0,1.89,0.96,2.85,24.41,386.4,254.1,97.0,73.9,79.0,2022-23
313,Oleksandr Zinchenko,Arsenal,DEF,2122,1,2,28,10,0,0,0.0,3,0,0.0,26.0,8,500.0,1.32,2.39,3.71,26.67,405.0,387.7,190.0,98.3,99.0,2022-23
607,Matthew Smith,Arsenal,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
630,Ethan Nwaneri,Arsenal,MID,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2022-23
631,Lino Sousa,Arsenal,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
655,Karl Hein,Arsenal,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
668,Amario Cozier-Duberry,Arsenal,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
685,Nathan Butler-Oyedeji,Arsenal,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
710,Jakub Kiwior,Arsenal,DEF,425,1,0,6,2,0,0,0.0,0,0,0.0,5.0,1,111.0,0.1,0.01,0.11,6.46,53.6,4.1,4.0,6.3,26.0,2022-23
751,Reuell Walters,Arsenal,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
767,Mauro Bandeira,Arsenal,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
29,Philippe Coutinho Correia,Aston Villa,MID,777,1,0,9,3,0,0,0.0,3,0,0.0,7.0,1,98.0,1.37,0.65,2.02,8.11,119.2,152.5,218.0,48.8,32.0,2022-23
31,Emiliano Martínez Romero,Aston Villa,GKP,3139,0,0,38,11,98,1,0.0,7,0,1.0,36.0,15,678.0,0.0,0.21,0.21,43.46,813.0,23.0,0.0,83.5,135.0,2022-23
32,Calum Chambers,Aston Villa,DEF,345,0,0,4,0,0,0,0.0,2,0,0.0,2.0,0,67.0,0.14,0.19,0.33,5.88,74.4,29.8,8.0,11.1,13.0,2022-23
33,Lucas Digne,Aston Villa,DEF,1492,1,0,25,3,0,0,0.0,5,0,1.0,18.0,4,234.0,0.43,1.9,2.33,25.91,271.4,293.3,92.0,65.8,50.0,2022-23
34,Bertrand Traoré,Aston Villa,MID,226,2,0,1,1,0,0,0.0,1,0,0.0,1.0,1,57.0,0.75,0.12,0.87,1.65,82.0,30.7,79.0,19.0,20.0,2022-23
35,Robin Olsen,Aston Villa,GKP,280,0,0,8,1,11,0,0.0,0,0,0.0,2.0,1,62.0,0.0,0.0,0.0,8.56,83.2,0.0,0.0,8.2,10.0,2022-23
36,Morgan Sanson,Aston Villa,MID,10,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.4,4.2,0.5,0.0,0.4,2.0,2022-23
37,John McGinn,Aston Villa,MID,2692,1,5,31,10,0,0,0.0,7,0,0.0,30.0,3,354.0,2.4,3.33,5.73,37.73,375.0,349.2,326.0,105.1,90.0,2022-23
38,Kortney Hause,Aston Villa,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
39,Tyrone Mings,Aston Villa,DEF,3150,1,3,40,12,0,0,0.0,7,0,1.0,35.0,17,617.0,0.96,0.95,1.91,47.28,657.2,87.7,121.0,87.0,130.0,2022-23
40,Ollie Watkins,Aston Villa,FWD,3129,15,8,40,13,0,0,1.0,4,0,0.0,36.0,25,550.0,16.15,2.66,18.81,46.65,792.0,408.5,1268.0,247.0,175.0,2022-23
41,Marvelous Nakamba,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
42,Emiliano Buendía Stati,Aston Villa,MID,2404,5,3,34,11,0,0,0.0,0,0,0.0,27.0,8,370.0,6.32,3.95,10.27,36.65,438.2,546.3,580.0,156.6,117.0,2022-23
43,Matty Cash,Aston Villa,DEF,1817,0,2,29,4,0,0,0.0,4,0,0.0,20.0,3,311.0,0.2,0.95,1.15,27.14,298.4,178.0,67.0,54.4,57.0,2022-23
44,Ezri Konsa Ngoyo,Aston Villa,DEF,3322,0,0,45,12,0,0,0.0,6,0,0.0,37.0,6,633.0,1.08,0.71,1.79,50.67,560.4,116.1,72.0,74.9,110.0,2022-23
45,Leon Bailey,Aston Villa,MID,1964,4,5,32,8,0,0,0.0,4,0,0.0,26.0,6,242.0,5.34,4.77,10.11,35.15,334.2,439.1,532.0,130.1,100.0,2022-23
46,Douglas Luiz Soares de Paulo,Aston Villa,MID,2922,6,7,35,13,0,0,0.0,6,1,0.0,33.0,17,594.0,2.79,2.92,5.71,42.8,661.6,655.4,242.0,155.8,142.0,2022-23
47,Jacob Ramsey,Aston Villa,MID,2634,6,8,33,11,0,0,0.0,5,0,1.0,31.0,13,470.0,5.07,2.89,7.96,40.5,607.2,496.7,424.0,152.8,135.0,2022-23
49,Tim Iroegbunam,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
50,Diego Carlos Santos Silva,Aston Villa,DEF,205,0,0,3,0,0,0,0.0,0,0,0.0,2.0,0,20.0,0.36,0.11,0.47,1.92,24.8,13.2,32.0,7.0,4.0,2022-23
51,Anwar El Ghazi,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
52,Keinan Davis,Aston Villa,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
53,Boubacar Kamara,Aston Villa,MID,1773,0,1,30,3,0,0,0.0,4,0,0.0,21.0,0,235.0,0.15,0.92,1.07,33.05,275.8,123.4,39.0,43.9,44.0,2022-23
54,Cameron Archer,Aston Villa,FWD,43,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,13.0,0.0,0.01,0.01,0.37,1.8,2.4,6.0,0.9,6.0,2022-23
55,Jaden Philogene-Bidace,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
56,Frédéric Guilbert,Aston Villa,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
479,Leander Dendoncker,Aston Villa,MID,897,0,0,14,4,0,0,0.0,0,0,0.0,9.0,0,163.0,0.72,0.14,0.86,14.68,143.4,96.1,64.0,30.6,37.0,2022-23
525,Ludwig Augustinsson,Aston Villa,DEF,76,0,0,0,0,0,0,0.0,1,0,0.0,1.0,0,5.0,0.08,0.01,0.09,0.74,5.6,1.9,35.0,4.2,2.0,2022-23
537,Kaine Kesler Hayden,Aston Villa,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
538,Ashley Young,Aston Villa,DEF,2031,1,0,28,9,0,0,0.0,7,0,0.0,23.0,8,388.0,0.46,0.78,1.24,31.81,380.2,223.4,81.0,68.7,87.0,2022-23
638,Lamare Bogarde,Aston Villa,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
670,Filip Marschall,Aston Villa,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
672,Kadan Young,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
694,Alexandre Moreno Lopera,Aston Villa,DEF,1325,0,3,10,7,0,0,0.0,3,0,0.0,14.0,5,278.0,0.59,2.57,3.16,17.83,254.4,321.1,151.0,72.3,72.0,2022-23
707,Viljami Sinisalo,Aston Villa,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
711,Jhon Durán,Aston Villa,FWD,126,0,0,4,0,0,0,0.0,1,0,0.0,0.0,0,15.0,0.59,0.02,0.61,3.88,12.8,13.4,51.0,7.4,11.0,2022-23
744,Sil Swinkels,Aston Villa,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
745,Oliwier Zych,Aston Villa,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
753,James Wright,Aston Villa,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
754,Sebastian Revan,Aston Villa,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
755,Travis Patterson,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
761,Tommi O'Reilly,Aston Villa,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
57,Adam Smith,Bournemouth,DEF,2940,0,1,58,7,0,0,0.0,11,0,0.0,34.0,5,400.0,0.5,1.57,2.07,54.01,406.2,261.6,88.0,75.7,74.0,2022-23
58,Junior Stanislas,Bournemouth,MID,58,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,13.0,0.04,0.18,0.22,0.69,10.0,22.9,7.0,3.9,4.0,2022-23
59,Ryan Fredericks,Bournemouth,DEF,527,0,0,11,0,0,0,0.0,1,0,0.0,5.0,0,63.0,0.0,0.29,0.29,10.14,66.0,26.7,12.0,10.6,12.0,2022-23
60,David Brooks,Bournemouth,MID,170,0,0,4,0,0,0,0.0,1,0,0.0,2.0,0,7.0,0.33,0.2,0.53,4.4,13.6,16.4,31.0,6.0,5.0,2022-23
61,Jamal Lowe,Bournemouth,MID,11,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,6.0,0.0,0.01,0.01,0.62,0.2,0.3,0.0,0.1,2.0,2022-23
62,Kieffer Moore,Bournemouth,FWD,1269,4,0,34,3,0,0,0.0,1,0,0.0,12.0,3,161.0,4.18,0.5,4.68,25.51,216.2,89.6,272.0,57.3,57.0,2022-23
63,Emiliano Marcondes,Bournemouth,MID,8,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.28,1.2,0.0,0.0,0.1,1.0,2022-23
64,Jefferson Lerma Solís,Bournemouth,MID,3252,5,0,67,7,0,0,0.0,7,0,1.0,37.0,5,500.0,2.58,3.0,5.58,60.57,616.6,293.6,311.0,122.1,101.0,2022-23
65,Jack Stacey,Bournemouth,DEF,293,0,0,10,0,0,0,0.0,2,0,0.0,3.0,0,36.0,0.09,0.03,0.12,6.14,44.2,8.6,8.0,6.0,6.0,2022-23
66,Dominic Solanke,Bournemouth,FWD,2865,6,10,52,8,0,0,0.0,2,0,0.0,32.0,14,339.0,9.09,2.3,11.39,51.51,524.8,279.9,1046.0,184.4,130.0,2022-23
67,Lewis Cook,Bournemouth,MID,1712,0,2,39,3,0,0,0.0,4,0,0.0,18.0,1,280.0,0.24,2.3,2.54,32.09,313.0,352.5,45.0,71.2,51.0,2022-23
68,Ben Pearson,Bournemouth,MID,282,0,0,10,1,0,0,0.0,1,0,0.0,3.0,0,32.0,0.05,0.02,0.07,5.92,21.0,6.4,9.0,3.7,9.0,2022-23
69,Ryan Christie,Bournemouth,MID,1825,1,2,35,3,0,0,0.0,2,0,0.0,22.0,2,225.0,2.89,2.07,4.96,30.87,282.0,421.7,400.0,110.5,64.0,2022-23
70,Philip Billing,Bournemouth,MID,2766,7,2,54,9,0,0,0.0,5,0,0.0,34.0,14,475.0,4.6,2.56,7.16,49.46,622.0,388.8,441.0,145.2,126.0,2022-23
71,Chris Mepham,Bournemouth,DEF,2197,0,0,52,5,0,0,0.0,7,0,2.0,24.0,6,369.0,0.96,0.55,1.51,42.46,556.4,54.4,134.0,74.4,43.0,2022-23
72,Mark Travers,Bournemouth,GKP,1035,0,0,32,2,36,0,0.0,0,0,0.0,11.0,1,193.0,0.0,0.0,0.0,19.68,253.0,0.0,0.0,25.4,28.0,2022-23
73,Lloyd Kelly,Bournemouth,DEF,2040,0,2,38,5,0,0,0.0,3,0,0.0,23.0,5,372.0,0.17,0.7,0.87,35.92,394.0,97.7,26.0,52.1,60.0,2022-23
74,Siriki Dembélé,Bournemouth,MID,104,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0,20.0,0.16,0.21,0.37,2.28,31.8,52.3,28.0,11.3,6.0,2022-23
75,Jaidon Anthony,Bournemouth,MID,1241,3,1,29,2,0,0,0.0,2,0,0.0,11.0,4,193.0,1.69,1.1,2.79,26.14,299.4,209.1,263.0,77.2,61.0,2022-23
76,Jordan Zemura,Bournemouth,DEF,1452,0,1,31,5,0,0,0.0,1,0,0.0,17.0,1,235.0,0.47,1.71,2.18,27.57,269.4,232.8,71.0,57.1,47.0,2022-23
77,Will Dennis,Bournemouth,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
404,Jack Stephens,Bournemouth,DEF,1218,0,0,24,4,0,0,0.0,3,0,0.0,13.0,1,233.0,0.36,0.23,0.59,24.62,270.0,57.3,51.0,38.0,35.0,2022-23
505,Joe Rothwell,Bournemouth,MID,1010,0,1,15,3,0,0,0.0,1,0,0.0,12.0,0,167.0,0.16,1.47,1.63,17.29,127.4,153.3,27.0,30.6,33.0,2022-23
535,Marcus Tavernier,Bournemouth,MID,1740,5,4,37,5,0,0,0.0,1,0,0.0,19.0,12,315.0,3.13,1.37,4.5,31.77,459.8,348.4,436.0,124.2,94.0,2022-23
539,James Hill,Bournemouth,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
571,Darren Randolph,Bournemouth,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
574,Norberto Murara Neto,Bournemouth,GKP,2385,0,0,39,6,100,0,0.0,4,0,0.0,27.0,9,510.0,0.0,0.02,0.02,44.7,727.6,0.0,0.0,72.8,93.0,2022-23
576,Marcos Senesi,Bournemouth,DEF,2489,2,0,55,5,0,0,0.0,7,0,0.0,29.0,5,462.0,1.66,0.35,2.01,47.62,586.0,78.7,109.0,77.5,69.0,2022-23
597,Christian Saydee,Bournemouth,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
598,Owen Bevan,Bournemouth,DEF,8,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.28,0.2,0.0,0.0,0.0,1.0,2022-23
649,Cameron Plain,Bournemouth,GKP,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
695,Daniel Adu-Adjei,Bournemouth,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
696,Michael Dacosta Gonzalez,Bournemouth,MID,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
697,Dominic Sadi,Bournemouth,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
705,Dango Ouattara,Bournemouth,MID,1239,1,3,23,1,0,0,0.0,1,0,0.0,15.0,4,163.0,3.52,1.68,5.2,25.86,276.8,261.0,274.0,81.0,49.0,2022-23
706,Euan Pollock,Bournemouth,FWD,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
714,Antoine Semenyo,Bournemouth,FWD,250,1,0,6,0,0,0,0.0,0,0,0.0,2.0,1,56.0,0.36,0.02,0.38,7.7,50.0,26.5,32.0,10.7,18.0,2022-23
718,Matías Viña,Bournemouth,DEF,452,2,0,10,1,0,0,0.0,1,0,0.0,5.0,0,93.0,0.86,0.11,0.97,7.61,156.4,28.1,92.0,27.7,28.0,2022-23
722,Illia Zabarnyi,Bournemouth,DEF,297,0,0,5,0,0,0,0.0,0,0,0.0,3.0,0,54.0,0.0,0.01,0.01,5.12,41.2,0.9,0.0,4.1,7.0,2022-23
723,Hamed Traorè,Bournemouth,MID,425,0,0,8,2,0,0,0.0,0,0,0.0,5.0,0,60.0,1.04,1.15,2.19,9.94,84.0,218.5,36.0,33.8,14.0,2022-23
737,Ben Greenwood,Bournemouth,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
738,Max Kinsey-Wellings,Bournemouth,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
78,Pontus Jansson,Brentford,DEF,722,1,0,14,2,0,0,0.0,0,0,0.0,9.0,0,147.0,0.34,0.11,0.45,13.51,176.2,2.5,53.0,23.4,29.0,2022-23
79,Christian Nørgaard,Brentford,MID,1763,1,6,23,6,0,0,0.0,6,0,0.0,21.0,6,309.0,1.64,1.74,3.38,25.13,379.2,173.7,269.0,82.3,71.0,2022-23
80,Ivan Toney,Brentford,FWD,2953,20,4,42,10,0,0,1.0,9,0,0.0,33.0,35,607.0,18.74,3.72,22.46,43.65,926.8,424.3,1240.0,258.7,182.0,2022-23
81,David Raya Martin,Brentford,GKP,3420,0,0,46,12,154,0,0.0,1,0,1.0,38.0,20,822.0,0.11,0.12,0.23,50.12,1125.4,20.1,4.0,115.2,166.0,2022-23
82,Sergi Canós Tenés,Brentford,DEF,73,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0,14.0,0.07,0.04,0.11,1.79,7.0,13.5,6.0,2.8,5.0,2022-23
83,Josh Dasilva,Brentford,MID,1371,4,2,17,5,0,0,0.0,1,0,0.0,14.0,3,274.0,1.58,1.62,3.2,17.89,304.2,206.1,182.0,69.2,81.0,2022-23
84,Kristoffer Ajer,Brentford,DEF,763,0,0,14,4,0,0,0.0,0,0,0.0,9.0,0,129.0,0.04,0.12,0.16,11.34,96.8,24.7,27.0,15.1,29.0,2022-23
85,Rico Henry,Brentford,DEF,3240,0,3,46,11,0,0,0.0,4,0,0.0,37.0,4,505.0,1.8,2.9,4.7,48.49,444.4,401.9,197.0,104.5,112.0,2022-23
86,Vitaly Janelt,Brentford,MID,2201,3,1,28,8,0,0,0.0,3,0,0.0,24.0,5,357.0,2.33,1.56,3.89,29.68,411.2,246.1,223.0,88.1,85.0,2022-23
87,Saman Ghoddos,Brentford,MID,124,0,0,5,0,0,0,0.0,0,0,0.0,0.0,0,53.0,0.05,0.29,0.34,4.01,27.2,62.8,21.0,11.1,15.0,2022-23
88,Mathias Jensen,Brentford,MID,2805,5,7,40,10,0,0,0.0,5,0,0.0,37.0,11,498.0,2.34,4.79,7.13,40.47,644.0,787.9,208.0,164.1,132.0,2022-23
89,Yoane Wissa,Brentford,MID,1587,7,4,17,7,0,0,0.0,3,0,0.0,16.0,6,292.0,5.65,1.08,6.73,21.64,363.8,184.5,414.0,95.5,111.0,2022-23
90,Mads Roerslev Rasmussen,Brentford,DEF,1101,0,0,12,5,0,0,0.0,0,0,0.0,12.0,0,201.0,0.28,0.82,1.1,17.67,167.6,120.6,46.0,33.4,48.0,2022-23
91,Mads Bech Sørensen,Brentford,DEF,18,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,12.0,0.0,0.0,0.0,0.28,2.6,0.2,0.0,0.2,4.0,2022-23
92,Ethan Pinnock,Brentford,DEF,2700,3,0,34,10,0,0,0.0,0,0,1.0,30.0,6,575.0,2.73,1.11,3.84,40.17,751.6,104.9,279.0,113.8,112.0,2022-23
93,Frank Onyeka,Brentford,MID,837,0,3,11,3,0,0,0.0,0,0,0.0,8.0,0,111.0,1.03,0.78,1.81,15.65,125.8,89.9,106.0,32.3,38.0,2022-23
94,Shandon Baptiste,Brentford,MID,600,0,2,6,1,0,0,0.0,1,1,0.0,4.0,0,123.0,0.32,0.53,0.85,7.51,107.8,144.5,54.0,30.7,29.0,2022-23
95,Bryan Mbeumo,Brentford,FWD,2905,9,9,39,10,0,0,0.0,5,0,0.0,36.0,19,556.0,9.48,5.53,15.01,41.96,662.4,766.3,866.0,229.3,150.0,2022-23
96,Charlie Goode,Brentford,DEF,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-23
